PM2.5,PM10,NO2,SO2,CO,O3,Temperature,Humidity,AQI
57.775,66.589,55.191,3.336,0.804,31.152,24.067,55.398,137.0
69.858,96.642,28.282,7.049,1.279,64.766,33.137,25.824,139.0
41.808,70.228,44.815,4.498,0.311,58.575,30.009,36.85,112.0
30.744,55.305,52.191,5.528,0.568,53.417,20.597,68.215,130.0
52.401,102.973,11.32,3.57,0.613,55.143,33.753,74.803,104.0
43.024,98.008,40.466,3.374,0.526,40.356,36.88,50.834,101.0
21.488,71.278,32.091,0.673,0.686,35.465,31.887,86.908,80.0
76.949,72.329,25.935,1.758,0.823,66.566,30.893,47.355,153.0
39.438,88.696,39.507,3.433,0.414,55.492,19.3,59.488,98.0
52.755,28.399,24.8,8.907,0.785,33.568,5.053,86.519,105.0
25.16,115.415,8.992,8.557,1.205,48.316,6.869,29.167,115.0
39.821,66.247,43.326,3.832,0.708,41.683,31.568,25.604,108.0
56.588,93.139,15.996,5.24,1.223,56.225,34.808,62.451,113.0
40.238,93.675,51.682,6.736,0.795,68.136,25.681,41.631,129.0
42.979,79.773,47.906,4.869,0.89,47.525,17.182,58.763,119.0
38.022,93.972,28.075,7.21,1.311,55.707,35.551,79.379,93.0
26.619,16.327,42.198,8.032,0.775,56.737,32.763,30.897,105.0
44.978,68.191,34.631,4.749,1.316,45.237,28.396,45.788,89.0
47.015,56.354,36.644,4.497,0.772,60.655,34.099,65.263,94.0
66.781,100.338,51.184,7.267,0.564,38.341,17.982,55.348,133.0
55.004,39.076,13.866,3.47,0.872,48.132,37.06,40.633,110.0
68.466,111.708,7.44,11.952,0.708,69.604,34.886,79.878,136.0
40.35,94.204,45.483,3.334,0.84,45.43,26.863,37.13,113.0
33.114,39.677,24.907,5.33,0.56,21.802,29.292,73.24,66.0
45.931,57.145,30.372,5.284,1.104,30.333,27.611,87.515,91.0
56.546,45.656,5.188,6.486,0.603,41.741,30.535,33.375,113.0
50.017,79.434,63.564,6.058,0.768,61.446,14.741,87.292,158.0
10.177,127.093,22.794,3.775,0.689,35.392,10.168,64.641,127.0
30.824,136.985,20.694,2.304,0.995,60.711,30.052,47.868,136.0
36.152,80.414,26.256,9.062,0.968,67.031,27.602,57.824,80.0
11.753,60.555,16.029,6.432,1.205,52.184,30.394,56.291,60.0
13.296,67.683,48.861,8.132,0.937,54.164,28.942,42.178,122.0
39.288,75.817,16.967,6.027,0.806,27.184,36.129,53.33,78.0
68.306,78.212,26.977,6.749,1.206,70.845,28.087,82.745,136.0
53.689,79.806,1.224,5.73,0.868,50.313,30.876,53.892,107.0
29.405,62.203,46.271,1.859,0.571,62.033,34.665,74.09,115.0
59.108,113.697,13.679,6.077,0.826,68.862,8.865,45.886,118.0
37.268,52.284,44.467,6.527,0.181,55.57,35.606,49.501,111.0
51.986,52.323,9.131,6.115,0.879,55.852,12.041,56.932,103.0
46.807,97.397,40.553,16.559,0.317,50.303,19.615,34.083,101.0
56.005,62.536,28.932,5.623,1.329,80.807,10.742,75.558,112.0
36.804,38.041,14.98,6.757,0.761,82.696,32.742,82.691,73.0
36.812,70.952,31.275,3.189,0.844,32.895,5.19,86.878,78.0
49.555,73.043,30.038,7.228,0.68,63.635,17.486,33.448,99.0
48.651,49.151,14.895,6.825,1.093,32.267,36.006,73.511,97.0
32.614,35.588,55.616,2.791,0.577,29.83,5.457,42.056,139.0
36.257,23.289,17.526,2.502,0.835,42.863,20.861,59.727,72.0
13.585,58.874,17.375,5.381,0.889,36.969,23.397,40.849,58.0
40.232,93.894,36.559,3.398,0.875,58.056,28.823,34.993,93.0
45.212,79.662,23.547,4.324,0.931,28.03,27.482,66.301,90.0
30.142,68.652,27.63,2.739,0.808,26.588,26.447,56.413,69.0
66.67,60.494,59.884,4.005,0.79,74.492,29.587,27.12,149.0
54.815,46.744,12.368,7.279,1.125,50.895,32.213,63.901,109.0
33.512,58.715,33.744,8.12,0.775,56.829,25.682,60.233,84.0
22.775,40.212,42.378,6.082,0.432,50.907,22.878,74.567,105.0
33.22,27.03,27.355,8.325,0.987,33.802,36.896,25.626,68.0
32.161,96.253,38.813,5.743,0.491,34.661,30.642,28.777,97.0
15.566,61.527,61.655,5.486,1.061,54.874,30.862,58.168,154.0
35.787,86.613,56.071,3.226,0.929,16.556,19.332,76.222,140.0
40.039,88.235,22.469,11.041,0.526,59.528,28.459,30.976,88.0
19.02,92.323,1.912,7.369,1.088,27.139,28.686,50.221,92.0
51.102,66.911,46.849,6.819,1.322,50.694,34.692,69.737,117.0
33.184,104.563,40.818,10.224,0.938,67.158,8.138,30.352,104.0
28.179,85.628,33.488,3.753,0.892,46.532,7.943,55.008,85.0
44.053,92.956,34.005,7.917,0.905,20.227,26.988,64.577,92.0
50.884,42.572,8.351,1.779,0.339,63.588,29.372,34.427,101.0
58.992,50.833,18.164,5.582,0.907,54.912,33.07,77.792,117.0
49.626,112.965,25.723,5.024,0.492,47.383,5.375,85.998,112.0
46.34,83.219,43.293,8.589,0.827,57.143,19.681,39.449,108.0
42.058,62.001,29.924,6.961,0.531,63.975,37.364,54.455,84.0
24.242,71.212,32.08,8.036,0.532,25.733,7.16,63.955,80.0
81.454,58.608,21.521,0.758,0.71,51.345,23.064,77.289,162.0
12.773,101.956,67.899,7.336,1.016,46.397,29.159,79.433,169.0
47.145,107.671,32.077,2.755,0.743,28.362,37.914,50.761,107.0
45.356,67.658,29.217,10.868,0.871,53.174,23.385,38.564,90.0
64.042,81.447,42.503,6.272,0.532,53.203,28.737,64.224,128.0
51.823,68.072,40.189,6.977,0.721,58.865,31.932,58.209,103.0
47.149,102.551,39.922,6.631,0.705,24.881,18.291,84.496,102.0
14.568,94.89,52.661,2.717,0.811,50.989,33.322,28.435,131.0
45.109,19.824,46.508,3.675,0.648,58.23,7.851,71.47,116.0
75.418,68.856,6.963,8.767,0.817,48.824,36.554,83.613,150.0
64.11,78.674,22.816,8.203,0.573,70.198,21.515,80.699,128.0
24.116,62.831,48.971,5.7,0.729,45.765,13.571,43.443,122.0
47.963,52.045,53.779,9.657,0.989,64.096,15.37,51.366,134.0
63.052,52.531,22.185,2.501,0.715,59.87,36.532,58.0,126.0
42.571,79.318,35.67,6.199,0.711,43.179,37.763,40.66,89.0
50.04,51.824,36.97,7.373,1.045,54.871,27.573,71.791,100.0
42.789,67.873,25.004,6.265,0.656,66.738,35.743,72.814,85.0
41.275,54.21,18.032,8.496,0.688,51.797,7.894,81.057,82.0
55.165,58.071,48.42,7.874,0.933,15.996,10.018,66.026,121.0
51.331,91.847,29.342,8.283,0.798,30.912,21.274,69.772,102.0
36.466,68.651,33.085,7.861,0.931,35.443,25.28,57.831,82.0
34.273,76.456,16.945,9.588,0.811,58.302,13.158,46.423,76.0
20.35,107.752,13.189,7.951,0.968,38.568,31.838,39.318,107.0
14.426,47.675,30.977,6.582,0.897,39.887,34.867,58.975,77.0
38.33,74.138,24.872,5.66,0.875,41.488,36.257,38.305,76.0
7.478,82.951,18.569,9.1,1.006,27.762,10.196,45.396,82.0
39.905,50.744,34.958,5.721,0.79,70.934,7.96,25.253,87.0
40.474,71.573,9.555,7.186,0.918,55.307,11.521,68.236,80.0
46.468,94.606,48.546,4.898,0.756,35.118,24.443,69.992,121.0
24.47,98.939,33.013,3.276,0.643,31.894,10.326,45.998,98.0
37.835,65.701,12.514,2.723,1.076,43.336,31.41,58.414,75.0
47.434,70.233,28.433,3.061,0.917,59.819,15.633,61.494,94.0
50.043,61.86,19.777,8.646,1.226,20.404,36.471,37.928,100.0
48.672,73.379,11.83,3.776,1.082,37.909,35.474,71.3,97.0
47.618,41.282,47.641,10.504,0.795,24.756,14.456,43.081,119.0
44.652,0.82,59.891,5.071,0.862,49.479,22.962,57.98,149.0
46.068,110.071,22.944,6.958,0.812,59.644,30.678,35.572,110.0
23.48,59.422,28.723,8.491,0.84,41.319,36.661,78.756,71.0
33.998,97.002,36.403,10.442,0.531,52.67,17.255,49.169,97.0
37.669,15.698,31.666,4.957,0.75,45.724,8.367,80.562,79.0
28.135,116.255,37.307,6.29,0.805,80.392,28.764,73.277,116.0
55.534,75.305,18.709,7.125,0.748,68.488,21.341,73.909,111.0
37.826,55.188,49.633,4.639,0.621,57.016,26.704,33.945,124.0
65.039,60.772,36.103,3.658,0.476,21.792,17.469,66.34,130.0
18.603,60.6,32.119,5.023,1.07,27.098,6.413,66.21,80.0
45.726,51.968,32.929,5.844,1.199,28.244,25.545,82.887,91.0
16.948,106.829,25.84,3.592,0.698,49.927,12.549,82.373,106.0
64.54,97.704,26.735,6.591,0.939,62.496,17.257,68.437,129.0
27.218,37.972,23.363,7.554,0.3,65.014,23.376,61.715,58.0
25.988,119.62,39.43,10.061,1.057,50.956,7.178,42.758,119.0
54.09,104.31,36.341,5.346,0.727,55.208,23.452,69.234,108.0
21.929,70.356,17.309,4.422,0.887,50.262,28.651,44.244,70.0
39.459,104.151,45.851,7.856,0.57,61.074,8.591,81.555,114.0
14.866,56.845,12.305,5.117,1.367,33.99,29.688,69.064,56.0
25.221,59.705,16.634,3.029,0.633,64.204,28.118,28.886,59.0
4.376,79.072,40.967,4.019,0.975,38.75,28.414,40.788,102.0
35.366,39.685,48.476,1.591,0.555,62.533,13.479,65.275,121.0
45.24,75.463,20.586,7.08,0.826,32.027,12.404,60.118,90.0
5.043,54.697,36.185,3.898,0.875,65.078,11.331,68.95,90.0
28.725,64.575,39.839,3.434,0.843,38.825,27.323,75.951,99.0
13.089,99.982,41.147,8.436,0.547,32.635,20.27,71.121,102.0
35.026,68.407,22.541,7.433,0.811,56.805,33.371,87.567,70.0
3.866,91.123,43.969,5.967,1.001,48.849,6.574,48.123,109.0
17.554,30.64,37.305,4.005,0.886,35.203,34.775,76.352,93.0
54.798,59.11,9.171,8.583,0.35,31.629,33.493,61.306,109.0
26.453,90.775,19.387,4.765,0.294,8.969,24.863,61.719,90.0
29.192,72.67,54.446,8.712,0.519,62.397,31.096,56.331,136.0
30.3,60.253,40.228,10.972,0.409,42.905,17.456,66.712,100.0
43.455,50.902,29.603,8.522,0.634,59.846,9.12,89.668,86.0
33.106,75.726,24.322,6.923,1.236,59.604,36.473,80.107,75.0
13.748,70.817,30.421,5.399,0.916,57.426,12.461,78.467,76.0
42.467,2.306,35.205,7.111,0.506,41.209,9.545,47.716,88.0
29.61,57.106,24.722,4.661,0.827,63.559,14.182,36.625,61.0
9.387,12.88,47.698,8.311,0.808,49.981,27.231,84.798,119.0
30.529,57.389,41.562,6.429,0.78,51.146,25.879,64.553,103.0
73.407,52.114,34.412,5.568,0.172,62.545,14.292,57.378,146.0
13.75,22.987,9.348,5.963,1.116,42.148,23.191,74.563,27.0
25.697,61.493,59.796,8.548,0.355,47.156,19.099,37.401,149.0
53.389,46.344,47.35,4.904,0.448,64.431,6.051,34.29,118.0
55.09,84.121,42.879,6.505,0.78,51.11,13.948,69.99,110.0
37.67,122.909,27.931,5.1,0.956,42.752,30.889,74.741,122.0
37.195,32.541,1.124,5.371,1.174,46.639,35.662,75.817,74.0
2.208,59.535,46.391,0.877,1.005,67.965,13.002,74.03,115.0
20.189,26.55,40.191,0.504,1.137,34.09,34.379,29.742,100.0
16.753,89.681,33.292,3.92,1.163,32.688,10.138,78.806,89.0
40.289,105.593,22.098,7.601,1.024,51.474,28.354,82.98,105.0
48.087,103.548,34.559,4.611,0.866,34.151,19.262,39.209,103.0
39.787,122.695,43.632,6.009,0.608,76.752,28.247,41.175,122.0
49.022,115.711,44.717,3.209,0.302,35.577,33.36,56.051,115.0
76.437,51.625,12.287,6.721,0.779,57.854,22.857,26.563,152.0
40.76,16.539,52.808,6.338,0.591,33.081,29.233,31.82,132.0
58.782,93.473,35.681,5.968,0.864,53.891,16.735,48.402,117.0
50.334,80.289,7.441,7.638,0.299,39.185,21.719,60.997,100.0
33.232,115.153,28.462,2.803,0.893,62.706,19.725,41.288,115.0
46.67,105.526,44.869,5.59,0.815,44.122,11.502,69.342,112.0
27.944,85.537,33.235,3.438,0.92,19.805,13.519,63.676,85.0
47.198,48.756,34.698,3.659,0.908,42.256,21.602,72.072,94.0
46.128,106.03,23.244,7.734,0.753,57.826,6.415,36.684,106.0
18.083,84.521,12.983,4.712,0.936,50.116,21.191,67.55,84.0
12.061,75.496,48.407,6.701,1.012,31.662,16.444,29.129,121.0
35.046,63.323,6.892,8.907,1.022,51.671,35.236,88.761,70.0
41.031,60.556,29.226,8.029,1.151,37.158,28.293,87.392,82.0
11.784,53.586,32.803,1.383,0.65,42.438,36.961,67.292,82.0
20.521,48.357,37.756,10.981,1.083,68.252,11.221,89.147,94.0
30.066,66.987,27.727,8.501,0.444,27.786,22.472,64.965,69.0
43.562,58.486,21.608,2.368,0.541,28.229,24.775,33.581,87.0
47.672,81.127,26.345,4.135,0.873,46.364,18.317,41.455,95.0
45.076,49.641,40.509,5.535,1.004,59.977,7.927,44.244,101.0
35.017,100.433,32.546,9.754,1.118,27.706,23.006,34.381,100.0
43.252,82.933,21.826,5.944,1.012,51.119,14.837,89.062,86.0
10.76,88.678,28.788,8.787,0.258,54.741,6.558,87.07,88.0
7.501,91.405,45.783,9.306,0.795,41.464,29.31,39.072,114.0
61.05,79.682,21.931,6.01,0.428,31.527,7.115,67.21,122.0
27.851,57.744,32.17,3.585,0.535,54.332,30.284,86.15,80.0
68.664,81.723,31.677,7.632,0.854,75.987,17.733,74.674,137.0
27.322,58.959,41.043,7.07,0.736,60.276,5.837,25.915,102.0
36.207,78.378,29.035,6.686,1.252,74.778,25.552,28.305,78.0
24.806,78.434,30.851,8.045,1.156,62.803,36.786,72.911,78.0
35.433,74.124,8.664,2.608,0.882,20.213,29.616,49.659,74.0
38.558,60.895,26.939,5.096,0.973,40.703,13.969,71.093,77.0
32.223,64.976,45.316,5.018,0.407,39.909,36.994,52.041,113.0
34.913,39.204,14.562,10.474,0.277,22.201,10.941,34.843,69.0
48.413,55.152,50.575,4.15,0.579,37.442,13.879,70.192,126.0
42.821,23.745,19.18,6.319,0.92,51.392,25.506,46.661,85.0
6.917,129.47,32.56,7.193,1.111,53.774,16.521,27.004,129.0
82.908,81.713,39.126,4.224,0.803,57.883,25.455,56.966,165.0
51.513,102.675,11.481,2.976,0.658,86.504,22.125,64.948,103.0
0.264,27.097,33.397,2.379,0.71,80.737,5.135,56.828,83.0
57.001,84.189,34.17,2.91,0.897,74.629,15.213,46.9,114.0
14.139,57.891,38.217,5.513,0.936,56.998,20.862,45.858,95.0
29.938,39.658,34.245,4.165,0.748,26.433,5.528,34.74,85.0
55.042,60.682,10.964,7.026,0.72,32.725,13.807,52.328,110.0
94.671,24.381,9.807,9.209,0.659,45.569,32.858,27.39,189.0
60.415,75.03,26.522,5.861,0.957,29.857,14.846,57.364,120.0
7.016,55.443,32.115,6.421,0.708,49.641,32.211,63.705,80.0
59.748,61.848,38.423,10.335,0.504,55.711,10.997,88.482,119.0
31.826,55.551,9.402,7.274,1.064,67.3,15.269,83.591,63.0
32.602,53.28,24.161,7.78,0.65,62.85,15.443,66.735,65.0
20.29,61.219,27.679,9.811,0.516,27.884,11.353,65.987,69.0
50.921,47.182,55.004,6.043,0.554,51.038,15.457,50.841,137.0
61.984,83.722,24.622,4.204,0.926,45.514,12.92,40.602,123.0
35.752,40.254,14.49,1.884,0.583,52.415,5.508,25.621,71.0
34.13,52.876,17.534,7.367,0.871,33.229,9.235,27.043,68.0
50.123,77.613,3.122,5.365,0.862,58.099,22.048,84.005,100.0
66.275,102.011,3.323,10.168,0.621,29.96,12.187,69.932,132.0
23.816,61.156,42.203,4.638,0.583,39.674,11.595,82.938,105.0
75.571,89.923,17.52,4.508,0.702,74.809,34.582,48.093,151.0
64.632,61.641,41.862,10.211,0.902,50.118,36.166,64.66,129.0
65.594,113.274,22.384,4.214,1.035,53.668,13.112,26.231,131.0
43.924,72.091,60.711,5.194,0.584,49.882,6.285,72.46,151.0
20.39,27.812,48.191,6.789,0.795,41.383,16.982,48.473,120.0
54.147,58.56,44.144,4.347,0.448,64.966,15.63,77.824,110.0
47.598,112.549,32.536,5.759,0.549,46.204,30.459,59.151,112.0
60.193,71.885,19.467,4.568,0.692,65.806,32.491,86.388,120.0
22.538,97.745,43.749,4.657,0.857,19.664,15.726,75.051,109.0
38.633,52.678,22.641,5.7,0.944,28.05,31.82,76.825,77.0
64.922,58.285,25.891,5.6,0.649,55.968,24.336,71.901,129.0
21.637,70.093,40.014,5.272,1.096,61.014,22.776,84.082,100.0
31.179,52.107,52.849,7.227,1.149,36.46,34.228,88.09,132.0
40.857,95.583,45.207,8.394,0.662,37.447,27.47,34.298,113.0
42.347,89.968,30.329,4.718,0.896,50.259,35.486,34.58,89.0
56.833,42.703,0.121,6.073,1.307,46.883,12.491,58.412,113.0
21.066,42.588,27.818,3.715,0.874,54.797,21.892,51.428,69.0
43.254,74.338,71.111,3.512,0.734,44.783,17.969,66.199,177.0
29.127,17.904,41.367,5.198,0.485,60.913,37.616,50.115,103.0
47.269,38.093,19.349,10.21,0.805,60.177,32.011,49.25,94.0
25.21,15.117,26.164,2.62,0.672,59.136,24.117,44.886,65.0
70.529,47.642,38.557,3.743,0.543,67.178,27.64,78.726,141.0
40.841,81.676,24.313,10.762,1.228,41.661,33.627,87.265,81.0
28.23,46.358,11.295,7.435,0.526,34.908,23.979,70.705,56.0
44.295,108.979,56.765,4.037,0.729,19.953,32.474,50.476,141.0
52.525,79.329,37.933,5.864,0.979,50.39,12.992,45.823,105.0
46.01,89.124,34.955,9.616,0.092,64.28,23.695,40.834,92.0
46.483,75.186,10.397,7.331,0.832,49.383,27.466,43.408,92.0
42.481,60.552,17.927,4.92,0.915,53.518,16.151,25.706,84.0
70.79,26.714,36.618,6.547,1.251,71.08,14.888,45.844,141.0
57.155,84.471,44.708,8.068,0.531,55.217,21.863,77.257,114.0
44.049,50.235,38.628,11.203,0.917,65.418,35.384,28.462,96.0
45.909,48.728,31.257,8.617,1.302,44.472,18.026,72.027,91.0
85.091,76.443,30.13,7.614,0.446,44.87,36.63,50.212,170.0
68.638,77.405,26.573,5.892,0.528,61.711,9.14,33.355,137.0
52.374,53.038,48.121,6.641,0.561,56.887,9.929,35.694,120.0
62.237,91.363,30.494,6.515,0.427,41.665,33.265,66.668,124.0
36.538,41.605,27.902,5.988,0.9,67.3,10.571,64.061,73.0
31.011,47.766,36.013,8.632,0.889,45.827,26.637,39.223,90.0
44.5,69.243,18.131,2.46,0.834,55.374,33.539,25.093,88.0
33.202,86.771,15.327,3.238,0.607,31.863,31.514,77.186,86.0
34.57,41.473,35.091,5.721,0.867,34.04,19.406,37.909,87.0
45.86,75.022,38.004,6.501,0.795,47.766,34.219,86.673,95.0
59.251,125.578,17.61,9.325,0.854,33.654,10.248,68.87,125.0
37.284,113.687,30.881,6.058,1.149,46.077,35.278,61.195,113.0
27.684,57.545,17.188,7.166,1.33,58.935,6.108,73.709,57.0
37.647,78.383,38.598,4.395,0.702,32.628,30.562,63.871,96.0
33.26,108.855,22.276,7.082,0.836,42.637,34.993,78.44,108.0
42.148,77.354,19.059,3.015,0.805,47.288,18.223,84.705,84.0
12.474,82.156,25.265,5.109,0.721,25.518,28.798,76.719,82.0
24.839,128.783,33.0,5.667,0.802,51.365,32.238,75.086,128.0
85.181,71.125,41.939,8.494,0.81,72.264,6.552,46.908,170.0
23.735,78.047,20.497,5.698,0.677,42.049,30.594,81.161,78.0
17.474,61.038,40.712,9.191,0.978,33.931,24.082,55.223,101.0
53.278,36.967,24.292,4.122,1.2,22.522,5.299,70.271,106.0
30.179,54.284,23.15,7.326,0.762,33.863,5.621,61.74,60.0
50.16,39.854,60.39,10.166,0.832,63.559,22.899,58.743,150.0
50.026,86.76,36.956,5.782,0.903,42.249,17.224,71.061,100.0
65.389,29.416,24.166,4.407,0.722,44.376,31.877,56.679,130.0
40.546,69.085,31.478,3.698,1.136,35.698,13.632,46.616,81.0
61.357,61.469,43.526,2.988,1.46,32.077,12.421,25.96,122.0
63.039,83.274,32.807,8.123,0.86,48.73,16.209,48.384,126.0
37.625,73.55,27.035,5.43,0.73,58.368,21.916,42.18,75.0
20.708,77.788,24.561,7.753,0.618,71.337,18.939,32.593,77.0
32.731,39.567,20.237,8.273,1.035,38.983,14.192,47.487,65.0
35.23,97.097,56.885,4.408,0.92,35.453,28.941,49.514,142.0
31.517,49.521,28.429,4.493,0.823,48.746,12.033,44.242,71.0
63.299,54.913,36.359,5.909,1.443,33.994,35.82,26.745,126.0
51.42,67.552,35.989,1.375,0.662,51.549,36.815,31.649,102.0
46.659,130.469,23.209,4.619,0.397,54.267,20.565,44.752,130.0
17.515,64.324,50.875,4.229,1.003,42.187,11.319,80.539,127.0
28.164,59.24,40.971,9.563,0.712,64.655,30.915,37.658,102.0
70.249,50.391,64.442,8.459,1.204,28.425,36.531,85.85,161.0
86.582,76.127,61.075,6.947,0.869,64.021,22.905,57.447,173.0
57.52,66.158,27.746,5.011,1.097,65.771,20.672,56.31,115.0
53.992,84.748,17.846,5.632,0.396,40.541,25.898,36.64,107.0
70.466,22.439,27.327,1.471,0.426,50.927,29.401,68.505,140.0
36.936,54.764,27.181,4.526,1.113,51.629,15.574,38.048,73.0
55.502,51.626,30.595,4.801,1.065,59.175,33.676,63.434,111.0
34.925,98.72,15.604,4.221,0.851,57.179,25.944,33.993,98.0
41.586,40.369,47.054,6.33,0.922,34.918,37.906,44.029,117.0
20.01,33.787,27.528,3.918,1.204,67.242,32.973,88.394,68.0
24.091,79.416,33.355,8.862,0.732,62.923,33.384,26.923,83.0
50.694,85.195,30.657,6.446,1.175,32.618,30.115,36.924,101.0
40.712,90.486,31.037,8.568,0.82,54.397,19.859,70.045,90.0
39.102,62.315,9.231,5.557,1.062,48.366,12.124,79.208,78.0
44.352,124.917,52.033,7.068,1.682,70.111,25.445,89.008,130.0
29.633,89.131,32.952,0.413,0.652,30.318,32.592,89.867,89.0
56.148,44.061,37.993,4.91,0.483,53.783,23.688,86.069,112.0
54.375,67.715,20.555,8.477,0.822,8.849,12.634,78.684,108.0
11.388,44.222,57.846,4.57,0.964,47.762,37.687,74.151,144.0
47.759,98.554,48.967,8.759,0.993,52.451,37.548,87.343,122.0
64.462,70.691,18.957,5.37,0.26,32.967,37.701,37.248,128.0
33.064,60.393,42.855,7.616,1.011,53.16,23.657,69.431,107.0
29.181,91.413,19.379,4.435,0.688,56.958,6.473,77.277,91.0
66.509,60.16,42.826,4.181,0.599,33.256,31.76,81.405,133.0
41.783,81.448,44.952,4.87,1.055,51.294,12.586,84.129,112.0
47.99,62.026,25.192,8.873,1.062,52.583,17.745,63.097,95.0
26.656,23.552,38.32,7.734,0.798,32.347,23.863,73.685,95.0
51.902,43.672,17.751,7.837,0.825,46.618,27.778,33.594,103.0
68.369,99.497,6.089,6.902,1.288,57.996,26.856,51.129,136.0
36.198,136.528,36.398,6.149,1.056,57.424,23.393,76.04,136.0
13.456,80.319,37.129,4.834,1.018,55.853,19.281,51.489,92.0
43.803,57.537,30.221,9.992,1.103,31.465,8.072,36.866,87.0
34.521,52.063,27.01,0.138,0.548,52.034,29.941,80.281,69.0
42.431,73.998,33.462,2.018,1.135,53.894,24.409,47.413,84.0
44.305,3.196,41.623,11.598,0.767,66.42,9.713,37.211,104.0
14.941,36.217,41.126,4.59,0.497,74.74,36.463,51.452,102.0
56.592,50.114,32.327,7.754,1.006,62.048,19.91,30.79,113.0
37.36,77.426,45.678,1.716,0.784,75.054,31.079,53.99,114.0
19.118,49.802,67.194,6.334,0.542,36.369,12.58,56.759,167.0
58.728,61.715,20.401,11.095,0.458,65.908,10.36,73.183,117.0
32.3,91.458,28.619,2.224,1.179,67.877,16.789,76.893,91.0
21.981,94.986,20.963,7.71,0.928,71.579,25.758,35.458,94.0
25.838,17.065,55.103,8.363,0.753,55.864,30.085,85.179,137.0
61.542,103.78,51.515,7.068,0.767,48.029,36.318,86.794,128.0
42.144,84.96,38.838,6.549,0.564,43.183,36.047,43.441,97.0
43.32,67.917,43.39,5.677,0.925,54.58,34.044,71.339,108.0
52.33,92.035,38.239,7.972,0.427,39.335,9.583,81.079,104.0
23.538,79.161,11.975,3.516,0.608,32.795,14.089,58.8,79.0
34.018,53.511,46.125,4.457,0.605,45.991,19.869,72.881,115.0
36.877,61.674,20.249,7.225,0.882,46.191,5.751,35.912,73.0
54.692,68.279,28.013,3.556,1.087,39.621,7.207,76.408,109.0
34.153,102.954,34.646,4.441,1.173,36.583,16.767,74.376,102.0
32.669,25.956,12.828,5.363,0.896,43.009,20.564,38.582,65.0
22.577,77.14,10.503,10.975,1.026,39.907,24.384,36.673,77.0
61.066,73.724,28.413,1.273,1.088,34.444,19.333,32.841,122.0
26.024,50.162,43.972,8.019,1.122,37.677,14.783,58.913,109.0
64.2,65.609,6.463,4.71,0.606,39.151,21.242,25.112,128.0
45.136,64.593,36.324,7.114,0.773,72.518,9.746,66.278,90.0
45.385,80.974,23.728,9.953,1.167,34.938,18.147,32.96,90.0
35.573,44.354,32.952,8.105,0.904,85.979,33.06,36.98,82.0
29.361,88.014,15.853,8.297,1.425,37.791,13.273,50.421,88.0
65.367,96.361,38.867,2.375,0.689,45.715,29.586,86.456,130.0
11.656,100.878,31.057,3.818,0.675,41.704,37.327,84.829,100.0
71.625,120.321,25.087,8.156,0.405,74.826,26.519,75.211,143.0
58.322,109.529,36.449,7.435,0.94,40.616,32.608,71.095,116.0
52.858,71.641,18.382,5.978,1.084,54.64,21.937,86.454,105.0
47.71,58.358,17.766,12.882,0.662,28.411,35.914,38.33,95.0
44.388,65.953,46.87,7.169,0.749,66.485,36.169,31.041,117.0
62.188,101.385,29.888,2.805,0.777,73.743,20.823,31.097,124.0
63.078,97.911,19.68,7.407,1.346,56.474,16.83,64.24,126.0
107.144,43.819,13.389,4.601,0.89,21.68,19.055,66.245,214.0
29.864,63.706,38.452,4.833,1.138,46.441,24.113,28.178,96.0
40.914,104.864,44.954,7.544,0.836,32.46,20.427,59.215,112.0
49.842,96.6,25.764,4.43,0.711,46.946,33.684,56.633,99.0
46.127,43.98,12.64,5.263,0.508,28.907,10.71,43.844,92.0
33.337,88.816,61.361,11.759,0.776,33.911,30.388,76.076,153.0
38.513,94.41,29.041,5.912,0.718,52.219,34.361,56.4,94.0
16.974,58.186,43.276,5.864,0.505,32.837,27.843,76.765,108.0
18.823,44.564,25.499,8.075,0.934,55.918,19.931,36.123,63.0
13.049,97.416,58.898,4.882,0.904,47.058,10.622,85.853,147.0
75.614,94.441,25.386,3.111,1.217,87.872,5.534,32.006,151.0
41.913,76.823,14.733,6.701,0.395,39.486,22.701,51.336,83.0
41.023,28.873,40.643,7.627,1.266,68.307,18.337,32.515,101.0
18.626,69.22,21.682,5.195,0.562,37.033,15.222,29.14,69.0
38.926,60.921,43.881,10.759,0.91,43.691,37.597,26.72,109.0
4.424,76.57,48.787,5.532,0.261,37.698,12.472,73.69,121.0
60.385,86.827,42.851,0.509,0.501,50.22,12.17,54.195,120.0
27.654,98.837,46.912,7.447,1.558,29.64,24.514,76.935,117.0
52.641,121.922,24.16,5.307,1.126,51.029,37.005,51.893,121.0
44.257,42.628,42.375,7.824,0.923,39.336,16.257,33.564,105.0
35.471,63.843,33.812,9.766,0.654,41.254,21.455,81.327,84.0
